data_source,split,survey_type,item_id,worker_id,prolific_id,age,ethnicity,gender,race,item_story,item_question,item_answers,item_true_answers,response,correct,true_false
backward_belief_false,0,backward_belief_false,backward_belief_false_01,199,3e7a2ab3-15ef-4d8a-b559-10d62937fb60,31,non_hispanic,female,white,"Hiroshi is a Japanese gardener tending to a zen garden in Kyoto. Hiroshi desires to create perfect harmony in the garden by carefully raking the sand into beautiful patterns. Hiroshi notices that the sand in the garden is smooth and untouched. Hiroshi believes the sand is smooth and ready for raking. A sudden gust of wind blows fallen leaves onto the sand, disrupting the smooth surface. Hiroshi begins raking the sand into patterns.",Does Hiroshi believe the sand is smooth and untouched or disrupted by fallen leaves?,"['Hiroshi believes the sand is disrupted by fallen leaves.', 'Hiroshi believes the sand is smooth and untouched. (Correct Answer)']","[0, 1]",1,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_01,182,42b8071d-efb0-4071-a9be-adda22c57bf8,38,non_hispanic,male,white,"Hiroshi is a Japanese gardener tending to a zen garden in Kyoto. Hiroshi desires to create perfect harmony in the garden by carefully raking the sand into beautiful patterns. Hiroshi notices that the sand in the garden is smooth and untouched. Hiroshi believes the sand is smooth and ready for raking. A sudden gust of wind blows fallen leaves onto the sand, disrupting the smooth surface. Hiroshi begins raking the sand into patterns.",Does Hiroshi believe the sand is smooth and untouched or disrupted by fallen leaves?,"['Hiroshi believes the sand is disrupted by fallen leaves.', 'Hiroshi believes the sand is smooth and untouched. (Correct Answer)']","[0, 1]",1,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_01,180,4ef59234-3a59-4e95-92e3-4e0c0a588af7,27,non_hispanic,female,multiracial,"Hiroshi is a Japanese gardener tending to a zen garden in Kyoto. Hiroshi desires to create perfect harmony in the garden by carefully raking the sand into beautiful patterns. Hiroshi notices that the sand in the garden is smooth and untouched. Hiroshi believes the sand is smooth and ready for raking. A sudden gust of wind blows fallen leaves onto the sand, disrupting the smooth surface. Hiroshi begins raking the sand into patterns.",Does Hiroshi believe the sand is smooth and untouched or disrupted by fallen leaves?,"['Hiroshi believes the sand is disrupted by fallen leaves.', 'Hiroshi believes the sand is smooth and untouched. (Correct Answer)']","[0, 1]",1,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_01,197,53bf9b7e-c274-4f17-8089-c3d6295ee46b,38,non_hispanic,male,asian,"Hiroshi is a Japanese gardener tending to a zen garden in Kyoto. Hiroshi desires to create perfect harmony in the garden by carefully raking the sand into beautiful patterns. Hiroshi notices that the sand in the garden is smooth and untouched. Hiroshi believes the sand is smooth and ready for raking. A sudden gust of wind blows fallen leaves onto the sand, disrupting the smooth surface. Hiroshi begins raking the sand into patterns.",Does Hiroshi believe the sand is smooth and untouched or disrupted by fallen leaves?,"['Hiroshi believes the sand is disrupted by fallen leaves.', 'Hiroshi believes the sand is smooth and untouched. (Correct Answer)']","[0, 1]",0,0,False
backward_belief_false,0,backward_belief_false,backward_belief_false_01,179,56a9cd4c-4a38-4c9f-ad57-d4486775d0b4,24,non_hispanic,female,white,"Hiroshi is a Japanese gardener tending to a zen garden in Kyoto. Hiroshi desires to create perfect harmony in the garden by carefully raking the sand into beautiful patterns. Hiroshi notices that the sand in the garden is smooth and untouched. Hiroshi believes the sand is smooth and ready for raking. A sudden gust of wind blows fallen leaves onto the sand, disrupting the smooth surface. Hiroshi begins raking the sand into patterns.",Does Hiroshi believe the sand is smooth and untouched or disrupted by fallen leaves?,"['Hiroshi believes the sand is disrupted by fallen leaves.', 'Hiroshi believes the sand is smooth and untouched. (Correct Answer)']","[0, 1]",1,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_01,188,91fe2b39-a4b0-4ac4-8494-f347830b5a3b,37,hispanic,male,multiracial,"Hiroshi is a Japanese gardener tending to a zen garden in Kyoto. Hiroshi desires to create perfect harmony in the garden by carefully raking the sand into beautiful patterns. Hiroshi notices that the sand in the garden is smooth and untouched. Hiroshi believes the sand is smooth and ready for raking. A sudden gust of wind blows fallen leaves onto the sand, disrupting the smooth surface. Hiroshi begins raking the sand into patterns.",Does Hiroshi believe the sand is smooth and untouched or disrupted by fallen leaves?,"['Hiroshi believes the sand is disrupted by fallen leaves.', 'Hiroshi believes the sand is smooth and untouched. (Correct Answer)']","[0, 1]",1,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_01,202,a0fb8850-a354-4d9f-8c80-7b352a5e5e8f,25,non_hispanic,female,asian,"Hiroshi is a Japanese gardener tending to a zen garden in Kyoto. Hiroshi desires to create perfect harmony in the garden by carefully raking the sand into beautiful patterns. Hiroshi notices that the sand in the garden is smooth and untouched. Hiroshi believes the sand is smooth and ready for raking. A sudden gust of wind blows fallen leaves onto the sand, disrupting the smooth surface. Hiroshi begins raking the sand into patterns.",Does Hiroshi believe the sand is smooth and untouched or disrupted by fallen leaves?,"['Hiroshi believes the sand is disrupted by fallen leaves.', 'Hiroshi believes the sand is smooth and untouched. (Correct Answer)']","[0, 1]",1,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_01,191,a824c350-ae5e-4c3b-96de-aeffb89029ca,39,non_hispanic,male,white,"Hiroshi is a Japanese gardener tending to a zen garden in Kyoto. Hiroshi desires to create perfect harmony in the garden by carefully raking the sand into beautiful patterns. Hiroshi notices that the sand in the garden is smooth and untouched. Hiroshi believes the sand is smooth and ready for raking. A sudden gust of wind blows fallen leaves onto the sand, disrupting the smooth surface. Hiroshi begins raking the sand into patterns.",Does Hiroshi believe the sand is smooth and untouched or disrupted by fallen leaves?,"['Hiroshi believes the sand is disrupted by fallen leaves.', 'Hiroshi believes the sand is smooth and untouched. (Correct Answer)']","[0, 1]",1,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_01,187,ae8c2dc9-4ace-4ebf-ba94-f0b249faeef3,26,non_hispanic,female,white,"Hiroshi is a Japanese gardener tending to a zen garden in Kyoto. Hiroshi desires to create perfect harmony in the garden by carefully raking the sand into beautiful patterns. Hiroshi notices that the sand in the garden is smooth and untouched. Hiroshi believes the sand is smooth and ready for raking. A sudden gust of wind blows fallen leaves onto the sand, disrupting the smooth surface. Hiroshi begins raking the sand into patterns.",Does Hiroshi believe the sand is smooth and untouched or disrupted by fallen leaves?,"['Hiroshi believes the sand is disrupted by fallen leaves.', 'Hiroshi believes the sand is smooth and untouched. (Correct Answer)']","[0, 1]",1,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_01,201,af1bbe96-69e2-44e0-b813-eadf8ac54832,43,non_hispanic,male,white,"Hiroshi is a Japanese gardener tending to a zen garden in Kyoto. Hiroshi desires to create perfect harmony in the garden by carefully raking the sand into beautiful patterns. Hiroshi notices that the sand in the garden is smooth and untouched. Hiroshi believes the sand is smooth and ready for raking. A sudden gust of wind blows fallen leaves onto the sand, disrupting the smooth surface. Hiroshi begins raking the sand into patterns.",Does Hiroshi believe the sand is smooth and untouched or disrupted by fallen leaves?,"['Hiroshi believes the sand is disrupted by fallen leaves.', 'Hiroshi believes the sand is smooth and untouched. (Correct Answer)']","[0, 1]",1,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_01,204,afb8af14-0d10-4ebf-ab61-fc184c498692,29,non_hispanic,female,black,"Hiroshi is a Japanese gardener tending to a zen garden in Kyoto. Hiroshi desires to create perfect harmony in the garden by carefully raking the sand into beautiful patterns. Hiroshi notices that the sand in the garden is smooth and untouched. Hiroshi believes the sand is smooth and ready for raking. A sudden gust of wind blows fallen leaves onto the sand, disrupting the smooth surface. Hiroshi begins raking the sand into patterns.",Does Hiroshi believe the sand is smooth and untouched or disrupted by fallen leaves?,"['Hiroshi believes the sand is disrupted by fallen leaves.', 'Hiroshi believes the sand is smooth and untouched. (Correct Answer)']","[0, 1]",1,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_01,185,b1da8c41-0319-4fcd-89af-aec8af971b27,21,non_hispanic,non-binary,black,"Hiroshi is a Japanese gardener tending to a zen garden in Kyoto. Hiroshi desires to create perfect harmony in the garden by carefully raking the sand into beautiful patterns. Hiroshi notices that the sand in the garden is smooth and untouched. Hiroshi believes the sand is smooth and ready for raking. A sudden gust of wind blows fallen leaves onto the sand, disrupting the smooth surface. Hiroshi begins raking the sand into patterns.",Does Hiroshi believe the sand is smooth and untouched or disrupted by fallen leaves?,"['Hiroshi believes the sand is disrupted by fallen leaves.', 'Hiroshi believes the sand is smooth and untouched. (Correct Answer)']","[0, 1]",1,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_01,205,dc8182dd-abdf-4ee9-a430-bffb2174c88d,65,non_hispanic,female,white,"Hiroshi is a Japanese gardener tending to a zen garden in Kyoto. Hiroshi desires to create perfect harmony in the garden by carefully raking the sand into beautiful patterns. Hiroshi notices that the sand in the garden is smooth and untouched. Hiroshi believes the sand is smooth and ready for raking. A sudden gust of wind blows fallen leaves onto the sand, disrupting the smooth surface. Hiroshi begins raking the sand into patterns.",Does Hiroshi believe the sand is smooth and untouched or disrupted by fallen leaves?,"['Hiroshi believes the sand is disrupted by fallen leaves.', 'Hiroshi believes the sand is smooth and untouched. (Correct Answer)']","[0, 1]",1,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_01,194,e08b19cf-af16-4740-9a0b-e9ea40a56601,27,non_hispanic,female,white,"Hiroshi is a Japanese gardener tending to a zen garden in Kyoto. Hiroshi desires to create perfect harmony in the garden by carefully raking the sand into beautiful patterns. Hiroshi notices that the sand in the garden is smooth and untouched. Hiroshi believes the sand is smooth and ready for raking. A sudden gust of wind blows fallen leaves onto the sand, disrupting the smooth surface. Hiroshi begins raking the sand into patterns.",Does Hiroshi believe the sand is smooth and untouched or disrupted by fallen leaves?,"['Hiroshi believes the sand is disrupted by fallen leaves.', 'Hiroshi believes the sand is smooth and untouched. (Correct Answer)']","[0, 1]",1,1,False
